"NUMBER","INETSDESC","INETSHORTD","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"HEYEP               ","Eyebright pwd 2oz (Euphrasia officinalis)                                                                               ","Eyebright is commonly used in spells to create changes in perception and attitude, creative visions, and improve memory.","13","0.2","5.95",,0,"HEYEP_B.JPG                              ",0
"HEYEPB              ","1 Lb Eyebright powder (Euphrasia officinalis)                                                                           ","Eyebright is commonly used in spells to create changes in perception and attitude, creative visions, and improve memory.","0","1.2","34.95",10/8/2019 0:00:00,0,"HEYEP_B.JPG                              ",0
"HFENS               ","Fennel Seed 4oz  (Foeniculum vulgare)                                                                                   ","Used to ward off evil spirits, Fennel can aid in preventing curses and empowering other protective magic.","6","0.4","3.95",,0,"HFENS_B.JPG                              ",0
"HFENSB              ","1 Lb Fennel Seed (Foeniculum vulgare)                                                                                   ","Used to ward off evil spirits, Fennel can aid in preventing curses and empowering other protective magic.","0","1.2","10.95",10/11/2019 0:00:00,0,"HFENS_B.JPG                              ",0
"HFEVC               ","Feverfew cut 2oz  (Tanacetum parthenium)                                                                                ","Believed to possess many curative powers, Feverfew is a traditional aid in curing low spirits, nervousness, and fever.","15","0.3","5.95",,0,"HFEVC_B.JPG                              ",0
"HFEVCB              ","1 Lb Feverfew cut (Tanacetum parthenium)                                                                                ","Believed to possess many curative powers. Release fears and feverish worry in ritual, or in candle magic, raise your spirit and emotional stability.","10","1.8","35.95",,0,"HFEVC_B.JPG                              ",0
"HFIVFC              ","Five Finger Grass cut 2oz (Cinquefoil)                                                                                  ","Associated with love, money, health, power and wisdom, Five Finger Grass also known as Cinquefoil, and Potentilla,  is a powerful aid when seeking to draw upon or alter these qualities within your ritual spells, particularly in Hoodoo.","0","0.4","9.95",,0,"HFIVC_B.jpg                              ",0
"HFIVFCB             ","1 Lb Five Finger Grass cut (Cinquefoill)                                                                                ","Associated with love, money, health, power and wisdom, Five Finger Grass also known as Cinquefoil, and Potentilla,  is a powerful aid when seeking to draw upon or alter these qualities within your ritual spells, particularly in Hoodoo.","0","2.6","66.95",12/1/2019 0:00:00,0,"HFIVC_B.jpg                              ",0
"HFLAS               ","Flax Seed 4oz (Linum usitatissimum)                                                                                     ","Providing abundant aid to those working spells seeking prosperity, Flax Seed is also useful in healing and protection magic.","17","0.4","2.95",,0,"HFLAS_B.JPG                              ",0
"HFLASB              ","1 Lb Flax Seed (Linum usitatissimum)                                                                                    ","Providing abundant aid to those working spells seeking prosperity, Flax Seed is also useful in healing and protection magic.","127","1.2","5.95",10/11/2019 0:00:00,0,"HFLAS_B.JPG                              ",0
"HGALRC              ","Galangal Root cut ""Chewing John"" 1oz (Alpinia species)                                                                  ","Galangal root, also known as Little John, Chewing John and Galingale, comes from the rhizome of a tropical plant native to Indonesia. Reputedly, chewing the root and then spitting on the floor of a courtroom before the judge takes the bench will ensure a legal outcome in your favor. (Of course, you might want to hire a lawyer, too.)","27","0.1","2.95",,0,"HGALRC_B.JPG                             ",0
"HGALRCB             ","1 Lb Galangal Root cut ""Chewing John""  (Alpinia species)                                                                ","Galangal root, also known as Little John, Chewing John and Galingale, comes from the rhizome of a tropical plant native to Indonesia. Reputedly, chewing the root and then spitting on the floor of a courtroom before the judge takes the bench will ensure a legal outcome in your favor. (Of course, you might want to hire a lawyer, too.)","22","1.2","25.95",,0,"HGALRC_B.JPG                             ",0
"HGINRC              ","Ginger Root cut 2oz (Zingiber officinale)                                                                               ","Ginger root is often used in spell work designed to attract something to the user; be it Love, Money or Success. Ginger is also connected to Masculine energy, the planet Mars and Fire.","22","0.2","3.95",,0,"HGINRC.jpg                               ",0
"HGINRCB             ","1 Lb Ginger Root cut (Zingiber officinale)                                                                              ","Ginger root is often used in spell work designed to attract something to the user; be it Love, Money or Success. Ginger is also connected to Masculine energy, the planet Mars and Fire.","21","1.2","18.95",,0,"HGINRC.jpg                               ",0
"HGINSP              ","Ginseng powder ""Siberian"" (Eleutherococcus) 2oz                                                                         ","Ginseng is said to increase personal energy and aid in working spells of love, healing and protection. It also has associations with Masculine Energy, the Sun and Fire.","16","0.2","3.95",,0,"HGINRP.jpg                               ",0
"HGINSPB             ","1 Lb Ginseng powder ""Siberian"" (Eleutherococcus)                                                                        ","Ginseng is said to increase personal energy and aid in working spells of love, healing and protection. It also has associations with Masculine Energy, the Sun and Fire.","12","1.2","16.95",,0,"HGINRP.jpg                               ",0
"HGOLC               ","2oz Goldenrod lcut                                                                                                      ","It is believed that if goldenrod makes a sudden appearance near a door or home, that unexpected good fortune is soon to arrive. Used in money spells, love spells, as well as others, having spiritual and energetic benefits. Also used to increase clarity and divination. Also known as ""Solidago"" meaning ""to make whole"".","15","0.5","5.95",,0,"HGOLC_B.jpg                              ",0
"HGOLCB              ","1 Lb Goldenrod cut                                                                                                      ","It is believed that if goldenrod makes a sudden appearance near a door or home, that unexpected good fortune is soon to arrive. Used in money spells, love spells, as well as others, having spiritual and energetic benefits. Also used to increase clarity and divination. Also known as ""Solidago"" meaning ""to make whole"".","12","4","28.95",,0,"HGOLC_B.jpg                              ",0
"HGOLRC              ","Golden Seal Root cut 1/2oz (Hydrastis canadensis)                                                                       ","Goldenseal is widely thought to be a powerful guardian and healer. It is  believed to be an herb of attraction, and to be a useful aid in warding off evil, bringing good luck, prosperity, success, and protection. Not for use during pregnancy.","59","0.1","10.95",,0,"HGOLRC.jpg                               ",0
"HGOLRCB             ","1 Lb Golden Seal Root cut (Hydrastis canadensis)                                                                        ","Goldenseal is widely thought to be a powerful guardian and healer. It is  believed to be an herb of attraction, and to be a useful aid in warding off evil, bringing good luck, prosperity, success, and protection. Not for use during pregnancy.","1","1.2","334.95",,0,"HGOLRC.jpg                               ",0
"HGOLSC              ","2oz Goldenseal cut                                                                                                      ","Goldenseal is widely thought to be a powerful guardian and healer. It is believed to be an herb of attraction, and to be a useful aid in warding off evil, bringing good luck, prosperity, success, and protection. Not for use during pregnancy.","15","0.5","15.95",,0,"HGOLSC_B.jpg                             ",0
"HGOLSCB             ","1 Lb Goldenseal cut                                                                                                     ","Goldenseal is widely thought to be a powerful guardian and healer. It is believed to be an herb of attraction, and to be a useful aid in warding off evil, bringing good luck, prosperity, success, and protection. Not for use during pregnancy.","5","4","115.95",,0,"HGOLSC_B.jpg                             ",0
"HHAWW               ","Hawthorn Berries whole 2oz (Crataegus laevigata)                                                                        ","Hawthorn Berries and trees are around the world in many varieties. Gaelic legend marks it as the entrance to the ""Otherworld"", R. Graves links it to the White Goddess calling it the whitethorn for its flowers. This is a wonderful berry to add to any Path or lore you draw upon..","12","0.2","3.95",,0,"HHAWW_B.JPG                              ",0
"HHAWWB              ","1 Lb Hawthorn Berries whole (Crataegus laevigata)                                                                       ","Hawthorn Berries and trees are around the world in many varieties. Gaelic legend marks it as the entrance to the ""Otherworld"", R. Graves links it to the White Goddess calling it the whitethorn for its flowers. This is a wonderful berry to add to any Path or lore you draw upon..","6","1.2","18.95",10/8/2019 0:00:00,0,"HHAWW_B.JPG                              ",0
"HHIBW               ","Hibiscus Flower Whole 2oz (Hibiscus sabdariffa)                                                                         ","Traditionally associated with love spells, particularly those attracting lust and passion, Hibiscus is also good for divination and dream magic.","59","0.5","3.95",,0,"HHIBW_B.JPG                              ",0
"HHIBWB              ","1 Lb Hibiscus Flower Whole (Hibiscus sabdariffa)                                                                        ","Traditionally associated with love spells, particularly those attracting lust and passion, Hibiscus is also good for divination and dream magic.","12","3","20.95",10/8/2019 0:00:00,0,"HHIBW_B.JPG                              ",0
"HHIGC               ","High John Root 1oz  (Ipomoea jalapa)                                                                                    ","High John - Jalapa root is widely known to help overcome obstacles and achieve goals, as well as protect against negative energies and curses. It is also great for love spells, and similar magic. ","134","0.1","12.95",,0,"HHIGC_B.JPG                              ",0
"HHIGCB              ","1 Lb High John Root whole (Ipomoea jalapa)                                                                              ","High John - Jalapa root is widely known to help overcome obstacles and achieve goals, as well as protect against negative energies and curses. It is also great for love spells, and similar magic. ","71","1.2","166.95",,0,"HHIGC_B.JPG                              ",0
"HHIMPF              ","Himalayan Pink Saltt x-fine 2oz Gourment                                                                                ","A beautiful addition to any table, this pink salt gets its color from the minerals trapped within the salt’s crystalline structure. These minerals not only grant this salt its unique color and flavor but are easily absorbed; replenishing the body with essential minerals and trace elements. A wonderful addition to spiritual and ritual circles. Some use this for love, reunion, new hope, healing, and bright journey.","36","0.2","2.95",,0,"H_FINE_PINK_SALT.jpg                     ",0
"HHIMPFB             ","1 Lb Himalayan Pink Salt Gourmet                                                                                        ","A beautiful addition to any table, this pink salt gets its color from the minerals trapped within the salt’s crystalline structure. These minerals not only grant this salt its unique color and flavor but are easily absorbed; replenishing the body with essential minerals and trace elements. A wonderful addition to spiritual and ritual circles. Some use this for love, reunion, new hope, healing, and bright journey.","180","1.2","11.95",,0,"H_FINE_PINK_SALT.jpg                     ",0
"HHOPW               ","Hops Flowers, whole 1oz (Humulus iupulus)                                                                               ","Known mostly as an ingredient for beer and ale, hops has also been used around the world for many purposes, even for love drawing, invisibility and spiritual offerings.","18","0.2","3.95",,0,"HHOPW_B.JPG                              ",0
"HHOPWB              ","1 Lb Hops Flower whole (Humulus iupulus)                                                                                ","Known mostly as an ingredient for beer and ale, hops has also been used around the world for many purposes, even for love drawing, invisibility and spiritual offerings.","13","2.6","34.95",,0,"HHOPW_B.JPG                              ",0
"HHORC               ","Horehound Cut 2oz (Marrubium vulgare)                                                                                   ","Said to offer powerful protection against magic, Horehound is believed to also help maintain clarity during magical rituals.","21","0.4","3.95",,0,"HHORC_B.JPG                              ",0
"HHORCB              ","1 Lb Horehound cut (Marrubium vulgare)                                                                                  ","Said to offer powerful protection against magic, Horehound is believed to also help maintain clarity during magical rituals. ","15","2.5","21.95",,0,"HHORC_B.JPG                              ",0
"HHORCC              ","Horse Chestnut cut                                                                                                      ","Horse chestnuts are a very specific species within the buckeye family. Associated with money, prosperity, luck. Carry in your pocket or on your person, or leave in a favorite spot.","19","0.2","4.95",,0,"HHORCCB.jpg                              ",0
"HHORCCB             ","1 Lb Horse Chestnut cut                                                                                                 ","Horse chestnuts are a very specific species within the buckeye family. Associated with money, prosperity, luck. Carry in your pocket or on your person, or leave in a favorite spot.","27","1.2","26.95",,0,"HHORCCB.jpg                              ",0
"HHORGP              ","Horny Goat Weed 2oz powder (Epimedium grandiflorum)                                                                     ","Known in many traditional Chinese practices for hundreds of years, Horny Goat Weed is a popular in modern magic for love drawing, aphrodisiac and erotic powers.","31","0.2","5.95",,0,"HHORGP.jpg                               ",0
"HHORGPB             ","1 Lb Horny Goat Weed powder (Epimedium grandiflorum)                                                                    ","Known in many traditional Chinese practices for hundreds of years, Horny Goat Weed is a popular in modern magic for love drawing, aphrodisiac and erotic powers.","7","1.2","32.95",,0,"HHORGP.jpg                               ",0
"HHYSC               ","Hyssop Cut 2oz (Hyssopus officinalis)                                                                                   ","Said to help in spells seeking the protection of God, Hyssop is used in rituals of protection and purification as well as rituals of healing.","60","0.2","4.95",,0,"HHYSC_B.JPG                              ",0
"HHYSCB              ","1 Lb Hyssop Cut (Hyssopus officinalis)                                                                                  ","Said to help in spells seeking the protection of God, Hyssop is used in rituals of protection and purification as well as rituals of healing.","31","1.6","22.95",,0,"HHYSC_B.JPG                              ",0
"HJASW               ","Jasmine Flowers Whole 2oz (Jasminum officinale)                                                                         ","Good for using in spells to attract love and prosperity, Jasmine is also used in divination, particularly that involving dream magic.","111","0.35","8.95",,0,"HJASW_B.JPG                              ",0
"HJASWB              ","1 Lb Jasmine Flowers Whole (Jasminum officinale)                                                                        ","Good for using in spells to attract love and prosperity, Jasmine is also used in divination, particularly that involving dream magic.","22","2.2","59.95",,0,"HJASW_B.JPG                              ",0
"HJERW               ","Jericho Flowers (1 flower) (Selaginella lepidophylla)                                                                   ","These flowers of Mexico are of great use in love spells where you are seeking to bring to life love that has died or create love where there was none before. Sometimes called Rose of Jericho, or resurrection flower.","316","0.7","4.95",,0,"HJERW_B.JPG                              ",0
"HJERWB              ","6 pk Jericho Flowers (Selaginella lepidophylla)                                                                         ","These flowers of Mexico are of great use in love spells where you are seeking to bring to life love that has died or create love where there was none before. Sometimes called Rose of Jericho, or resurrection flower.","154","2","20.95",10/11/2019 0:00:00,0,"HJERW_B.JPG                              ",0
"HJEZRP              ","Jezebel Root pieces 4oz (Pinus)                                                                                         ","This root is most often used by women to attract wealthy men (and their generosity), to help in receiving better tips and raises or in the Curse of Jezebel. This version is abies not iridaceae.","24","0.4","3.95",,0,"HJEZRP_B.JPG                             ",0
"HJEZRPB             ","1 Lb Jezebel Root (Pinus)                                                                                               ","This root is most often used by women to attract wealthy men (and their generosity), to help in receiving better tips and raises or in the Curse of Jezebel. This version is abies not iridaceae.","62","1.4","11.95",,0,"HJEZRP_B.JPG                             ",0
"HJUNW               ","Juniper Berries Whole 2oz (Juniperus communis)                                                                          ","Quite helpful in attracting healthy energies and goodly spirits, Juniper berries are also good for spells and rituals of love and protection.","47","0.2","3.95",,0,"HJUNW_B.JPG                              ",0
"HJUNWB              ","1 Lb Juniper Berries Whole (Juniperus communis)                                                                         ","Quite helpful in attracting healthy energies and goodly spirits, Juniper berries are also good for spells and rituals of love and protection.","0","1.2","21.95",10/8/2019 0:00:00,0,"HJUNW_B.JPG                              ",0
"HKAVP               ","Kava Kava Root powder 1oz (Piper methysticum)                                                                           ","Kava Kava root powder is frequently used to help induce spiritual visions, reach meditative trances, or work with astral travel. Especially good in mojo, gris gris bags as well as dream pillows.","50","0.1","9.95",,0,"HKAVP_B.JPG                              ",0
"HKAVPB              ","1 Lb Kava Kava Root powder (Piper methysticum)                                                                          ","Kava Kava root powder is frequently used to help induce spiritual visions, reach meditative trances, or work with astral travel. Especially good in mojo, gris gris bags as well as dream pillows.","4","1.2","127.95",,0,"HKAVP_B.JPG                              ",0
"HLAVW               ","Lavender Flowers Whole 2oz (Lavandula angustifolia)                                                                     ","Lavender flowers are often used for spells of love and healing as well as to seek inner peace, or work spells of prosperity and protection.","133","0.3","5.95",,0,"HLAVW_B.JPG                              ",0
"HLAVWB              ","1 Lb Lavender Flowers whole (Lavandula angustifolia)                                                                    ","Lavender flowers are often used for spells of love and healing as well as to seek inner peace, or work spells of prosperity and protection.","23","2.4","35.95",,0,"HLAVW_B.JPG                              ",0
"HLEMB               ","Lemon Balm cut 1oz (Melissa officinalis)                                                                                ","Lemon balm has been traditionally used for its natural antibacterial properties and can also be used as a sedative.","18","0.3","2.95",,0,"HLEMB_B.JPG                              ",0
"HLEMBB              ","1 Lb Lemon Balm Cut (Melissa officinalis)                                                                               ","Lemon balm gentle wholesome scent and often used to break negative energy and neutralize a room or area. ","15","2.5","27.95",,0,"HLEMB_B.JPG                              ",0
"HLEMGC              ","Lemongrass cut 2oz  (Cymbopogon citratus)                                                                               ","Long used within herbal medicine, Lemongrass can be helpful spiritually in neutralizing energies and to allow the  positive to enter.","27","0.4","3.95",,0,"HLEMGC_B.JPG                             ",0
"HLEMGCB             ","1 Lb Lemongrass cut (Cymbopogon citratus)                                                                               ","Long used within herbal medicine, Lemongrass can be helpful spiritually in neutralizing energies and to allow the  positive to enter.","0","2.5","17.95",10/11/2019 0:00:00,0,"HLEMGC_B.JPG                             ",0
"HLEMVC              ","Lemon Verbena Leaf Cut 1oz  (Aloysia triphylla)                                                                         ","A powerful aid for protective and love magick, Lemon Verbena can be used to help stop dreaming or attract the opposite sex, and increase the power of other charms.","44","0.2","3.95",,0,"HLEMVC_B.JPG                             ",0
"HLEMVCB             ","1 Lb Lemon Verbena Leaf Cut (Aloysia triphylla)                                                                         ","A powerful aid for protective and love magick, Lemon Verbena can be used to help stop dreaming or attract the opposite sex, and increase the power of other charms.","8","1.8","32.95",,0,"HLEMVC_B.JPG                             ",0
"HLICRC              ","Licorice Root cut 2oz                                                                                                   ","Licorice root has long been associated with lust, passion, love & fidelity and is often added as offerings in spell or ritual work for these goals. In a connected purpose in Voodoo & Hoodoo traditions it is often used to control others and is added to inks and mojo bags for this purpose. Licorice also has connections to water, Venus, and feminine energy.","25","0.2","3.95",,0,"HLICRC.jpg                               ",0
"HLICRCB             ","1 Lb Licorice Root cut                                                                                                  ","Licorice root has long been associated with lust, passion, love & fidelity and is often added as offerings in spell or ritual work for these goals. In a connected purpose in Voodoo & Hoodoo traditions it is often used to control others and is added to inks and mojo bags for this purpose. Licorice also has connections to water, Venus, and feminine energy.","6","1.2","20.95",,0,"HLICRC.jpg                               ",0
"HLINFC              ","Linden Flower (Tilia argentum) cut 2oz                                                                                  ","Linden has long been known as a protective tree. It's branches are hung over doors and windows for this purpose and the tree is often grown at the center of gardens. Being a tree of immortality its leaves are often used in spell and ritual work of healing and longevity. ","10","0.3","5.95",,0,"HLINFC.jpg                               ",0
"HLINFCB             ","1 Lb Linden Flower (Tilia argentum) cut                                                                                 ","Linden has long been known as a protective tree. It's branches are hung over doors and windows for this purpose and the tree is often grown at the center of gardens. Being a tree of immortality its leaves are often used in spell and ritual work of healing and longevity. ","2","1.7","37.95",,0,"HLINFC.jpg                               ",0
"HLOBC               ","Lobelia Cut 1oz (Lobelia inflata)                                                                                       ","Native Americans used Lobelia across the continent for many purposes. In many modern spirit traditions it can be used to banish malevolent spirits, negative energies, ghosts and help enhance positive energy. A good ingredient for mojo, gris gris, or protection pillow.","58","0.3","3.95",,0,"HLOBC_B.JPG                              ",0
"HLOBCB              ","1 Lb Lobelia cut (Lobelia inflata)                                                                                      ","Native Americans used Lobelia across the continent for many purposes. In many modern spirit traditions it can be used to banish malevolent spirits, negative energies, ghosts and help enhance positive energy. A good ingredient for mojo, gris gris, or protection pillow.","16","1.9","41.95",,0,"HLOBC_B.JPG                              ",0
"HLOWR               ","Low John Root 1oz wild crafted (Trillium pendulum)                                                                      ","Low John is a common name referring to more than one plant. A powerful aid in seeking victory in court cases, Low John Trilliums are also used in spells of money drawing, protection, hex and curse breaking, especially powerful for couples in love and passion enhancing. For Hoodoo and southern Low John see Galangal - Alpinia galangal often called Chewing John.  Also called Beth Root.","0","0.1","4.95",,0,"HLOWR_B.jpg                              ",0
"HLOWRB              ","1 Lb Low John Root wild crafted (Trillium pendulum)                                                                     ","This is Trillium cut and sifted shown whole: Low John is a common name referring to more than one plant. A powerful aid in seeking victory in court cases, Low John Trilliums are also used in spells of money drawing, protection, hex and curse breaking, especially powerful for couples in love and passion enhancing. For Hoodoo and southern Low John see Galangal - Alpinia galangal often called Chewing John. Also called Beth Root.","0","1.2","68.95",,0,"HLOWR.jpg                                ",0
"HMANW               ","Mandrake Cut 1oz (Podophyllum peltatum)                                                                                 ","A powerful herb that is used to create a Homunculus, Mandrake also aids in exorcism, spells involving spirits and increasing magical potency. This is American Mandrake - Mayapple, not Mandragora. ","61","0.1","3.95",,0,"HMANW_B.JPG                              ",0
"HMANWB              ","1 Lb Mandrake cut (Podophyllum peltatum)                                                                                ","A powerful herb that is used to create a Homunculus, Mandrake also aids in exorcism, spells involving spirits and increasing magical potency. This is American Mandrake - Mayapple, not Mandragora. ","12","1.2","41.95",,0,"HMANW_B.JPG                              ",0
"HMARR               ","Marshmallow Root cut 2oz (Althaea officinalis)                                                                          ","This root has been used for ages across the world and time to Ancient Egypt and its refinement going to medieval Europe medieval up to modern times. You may have a vision of kids and camp fires toasting modern marshmallow but herb root bits can be used as an offering to the Gods, granting boons, and aid in fulfilling wishes.","25","0.2","4.95",,0,"HMARR_B.JPG                              ",0
"HMARRB              ","1 Lb Marshmallow Root cut (Althea officinalis)                                                                          ","This root has been used for ages across the world and time to Ancient Egypt and its refinement going to medieval Europe medieval up to modern times. You may have a vision of kids and camp fires toasting modern marshmallow but herb root bits can be used as an offering to the Gods, granting boons, and aid in fulfilling wishes. ","5","1.3","25.95",,0,"HMARR_B.JPG                              ",0
"HMEAC               ","Meadowsweet cut 2oz (Filipendula ulmaria)                                                                               ","A favored flower of ancient festivals and weddings, and used in offerings to the dead, Meadowsweet has strong ties to ceremonies of life and death.","9","0.2","4.95",,0,"HMEAC_B.JPG                              ",0
"HMEACB              ","1 Lb Meadowsweet cut (Filipendula ulmaria)                                                                              ","A favored flower of ancient festivals and weddings, and used in offerings to the dead, Meadowsweet has strong ties to ceremonies of life and death.","2","1.2","27.95",10/8/2019 0:00:00,0,"HMEAC_B.JPG                              ",0
"HMISC               ","Mistletoe cut 2oz (Phoradendron flavescens)                                                                             ","Mistletoe has long been reported to be of great aid in spells of fertility and love, as well as sacred spells of protection, prophetic visions, and passion love magic.","76","0.2","3.95",,0,"HMISC_B.JPG                              ",0
"HMISCB              ","1 Lb Mistletoe cut (Phoradendron flavescens)                                                                            ","Mistletoe has long been reported to be of great aid in spells of fertility and love, as well as sacred spells of protection, prophetic visions, and passion love magic.","16","1.2","24.95",,0,"HMISC_B.JPG                              ",0
"HMOJWB              ","Mojo Wish Bean 2oz (Vicia faba)                                                                                         ","The most common use for a Mojo Wish Bean is to carry it for seven days, using it as a focus for the wish you want it to aid in coming true.","50","0.2","4.95",,0,"HMOJWB_B.JPG                             ",0
"HMOJWBB             ","1 Lb Mojo Wish Beans (Vicia faba)                                                                                       ","The most common use for a Mojo Wish Bean is to carry it for seven days, using it as a focus for the wish you want it to aid in coming true.","57","1.2","20.95",12/1/2019 0:00:00,0,"HMOJWB_B.JPG                             ",0
"HMOTC               ","Motherwort cut 2oz                                                                                                      ","Used in various Hoodoo practices to keep loved ones safe. Usually by adding to ritual baths or by keeping near photos of the loved ones. Often also with beloved pets.","13","0.3","4.95",,0,"HMOTC.jpg                                ",0
"HMOTCB              ","1 lb Motherwort cut                                                                                                     ","Used in various Hoodoo practices to keep loved ones safe. Usually by adding to ritual baths or by keeping near photos of the loved ones. Often also with beloved pets.","11","2.2","23.95",,0,"HMOTC.jpg                                ",0
"HMUGC               ","Mugwort cut 2oz  (Artemisia vulgaris)                                                                                   ","Often used to protect against evil spirits, Mugwort is also believed to dispel fatigue from travelers, aid in astral travel, dream magic and divination. ","175","0.3","3.95",,0,"HMUGC_B.JPG                              ",0
"HMUGCB              ","1 Lb Mugwort cut (Artemisia vulgaris)                                                                                   ","Often used to protect against evil spirits, Mugwort is also believed to also dispel fatigue from travelers, aid in astral travel, dream magic and divination. Most stock originates from Eastern Europe.","86","1.7","21.95",10/8/2019 0:00:00,0,"HMUGC_B.JPG                              ",0
"HMULC               ","Mullein Leaf cut 2oz (Verbascum thapsus)                                                                                ","An ancient form of protection against black magic, curses and other negative energy, Mullein also helps keep away demons and instill courage.","74","0.4","3.95",,0,"HMULC_B.JPG                              ",0
"HMULCB              ","1 Lb Mullein Leaf cut (Verbascum thapsus)                                                                               ","An ancient form of protection against black magic, curses and other negative energy, Mullein also helps keep away demons and instill courage.","34","2.5","22.95",10/8/2019 0:00:00,0,"HMULC_B.JPG                              ",0
"HNEELP              ","Neem Leaf powder 2oz                                                                                                    ","Also known as Indian Lilac, Nimtree and Village Pharmacy, Heal All and similar names, neem leaf powder has a long history of use in many different applications. Widely used in a variety of natural products. Azadirachta Indica.","11","0.15","4.95",,0,"HNEELP_B.jpg                             ",0
"HNEELPB             ","1 Lb Neem Leaf powder                                                                                                   ","Also known as Indian Lilac, Nimtree and Village Pharmacy, Heal All and similar names, neem leaf powder has a long history of use in many different applications. Widely used in a variety of natural products. Azadirachta Indica.","23","1.2","23.95",,0,"HNEELP_B.jpg                             ",0
"HNETC               ","Nettle ""Stinging)""Leaf Cut 2oz  (Urtica dioica)                                                                         ","Believed to be a powerful magical herb, offering protection against poisonous thoughts and intentions. Nettles are also used to remove curses and help in exorcisms.","35","0.3","3.95",,0,"HNETC_B.JPG                              ",0
"HNETCB              ","1 Lb Nettle ""Stinging"" Leaf cut (Urtica dioica)                                                                         ","Believed to be a powerful magical herb, offering protection against poisonous thoughts and intentions. Nettles are also used to remove curses and help in exorcisms.","0","1.8","22.95",10/8/2019 0:00:00,0,"HNETC_B.JPG                              ",0
"HORAC               ","Orange Peel cut 2oz  (Citrus sinensis)                                                                                  ","Known as a good source of vitamin C, spiritually it is a good aromatic offering for animal kingdom and peaceful home.","13","0.2","3.95",,0,"HORAC_B.JPG                              ",0
"HORACB              ","1 Lb Orange Peel cut (Citrus sinensis)                                                                                  ","Known as a good source of vitamin C, spiritually it is a good aromatic offering for animal kingdom and peaceful home.","1","1.3","17.95",10/8/2019 0:00:00,0,"HORAC_B.JPG                              ",0
"HORRRC              ","Orris Root cut 2oz (Iris germanica var.florentina)                                                                      ","Orris root has long been used in spells, rituals and charms designed to find or hold love, and messages. Orris is Iris the Greek Goddess - the rainbow. The root also has associations with feminine energy, wind, sea, underworld. Color can range from off white to reddish brown.","31","0.2","7.95",,0,"HORRRC.jpg                               ",0
"HORRRCB             ","1 Lb Orris Root cut (Iris germanica var. florentina)                                                                    ","Orris root has long been used in spells, rituals and charms designed to find or hold love, and messages. Orris is Iris the Greek Goddess - the rainbow. The root also has associations with feminine energy, wind, sea, underworld. Color can range from off white to reddish brown.","6","1.2","48.95",10/8/2019 0:00:00,0,"HORRRC.jpg                               ",0
"HORRRP              ","Orris Root powder 1oz  (Iris germanica var.florentina)                                                                  ","Orris root has long been used in spells, rituals and charms designed to find or hold love, and messages. Orris is Iris the Greek Goddess - the rainbow. The root also has associations with feminine energy, wind, sea, underworld.","35","0.1","4.95",,0,"HORRRP.jpg                               ",0
"HORRRPB             ","1 Lb Orris Root powder (Iris germanica var. florentina)                                                                 ","Orris root has long been used in spells, rituals and charms designed to find or hold love, and messages. Orris is Iris the Greek Goddess - the rainbow. The root also has associations with feminine energy, wind, sea, underworld.","8","1.2","55.95",,0,"HORRRP.jpg                               ",0
"HPALSC              ","Palo Santo cut 2oz                                                                                                      ","Palo Santo is a mystical tree that grows on the coast of South America. The name means 'Holy Wood"" and is used in spiritual rituals for its cleansing and healing properties. It has an uplifting and calming aroma that will allow deeper mediation. 2 oz cut packaged herb.","23","0.2","4.95",,0,"HPALSC_B.jpg                             ",0
"HPALSCB             ","less than 1 Lb Palo Santo cut                                                                                           ","Palo Santo is a mystical tree that grows on the coast of South America. The name means 'Holy Wood"" and is used in spiritual rituals for its cleansing and healing properties. It has an uplifting and calming aroma that will allow deeper mediation.  less than 1 lb cut packaged herb","0.7","1.2","23.95",12/1/2019 0:00:00,0,"HPALSCB.jpg                              ",0
"HPASC               ","Passion Flower Cut 2oz (Passiflora incarnata)                                                                           ","Said to aid in finding emotional balance, helping to bring peace and friendship, Passion Flower is also believed to improve the libido.","26","0.3","3.95",,0,"HPASC_B.JPG                              ",0
"HPASCB              ","1 Lb Passion Flower cut (Passiflora incarnata)                                                                          ","Said to aid in finding emotional balance, helping to bring peace and friendship, Passion Flower is also believed to improve the libido.","9","1.6","21.95",,0,"HPASC_B.JPG                              ",0
"HPATC               ","Patchouli cut 1oz (Pogostemon cablin)                                                                                   ","A traditional aid in reversing magic and driving away troubles, Patchouli is also good for divination and spells of passion and love, as well as sex magic.","98","0.2","4.95",,0,"HPATC_B.JPG                              ",0
"HPATCB              ","1 Lb Patchouli cut (Pogostemon cablin)                                                                                  ","A traditional aid in reversing magic and driving away troubles, Patchouli is also good for divination and spells of passion and love, as well as sex magic.","17","2","47.95",10/8/2019 0:00:00,0,"HPATC_B.JPG                              ",0
"HPATR               ","Patchouli Root 1 root bundle (Pogostemon cablin)                                                                        ","Patchouli root is a powerful addition to your ritual magic, helping you find personal growth and otherwise being a powerful aid in spells of money drawing and fertility.","57","0.4","11.95",,0,"HPATR.jpg                                ",0
"HPENC               ","Pennyroyal Leaf cut 2oz  (Mentha pulegium)                                                                              ","Said to be of use for spells of purification, Pennyroyal is known for its uses in spells of protection and exorcism as well.","28","0.4","3.95",,0,"HPENC.JPG                                ",0
